Temperature,Humidity
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.90 %
17.30,53.90
Temperature: 17.30 °C, Humidity: 53.90 %
17.30,53.90
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.90 %
17.30,53.90
Temperature: 17.30 °C, Humidity: 53.90 %
17.30,53.90
Temperature: 17.30 °C, Humidity: 54.00 %
17.30,54.00
Temperature: 17.30 °C, Humidity: 54.00 %
17.30,54.00
Temperature: 17.30 °C, Humidity: 53.90 %
17.30,53.90
Temperature: 17.30 °C, Humidity: 53.90 %
17.30,53.90
Temperature: 17.30 °C, Humidity: 53.90 %
17.30,53.90
Temperature: 17.30 °C, Humidity: 53.90 %
17.30,53.90
Temperature: 17.30 °C, Humidity: 54.00 %
17.30,54.00
Temperature: 17.30 °C, Humidity: 54.00 %
17.30,54.00
Temperature: 17.30 °C, Humidity: 54.00 %
17.30,54.00
Temperature: 17.30 °C, Humidity: 54.00 %
17.30,54.00
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.90 %
17.30,53.90
Temperature: 17.30 °C, Humidity: 53.90 %
17.30,53.90
Temperature: 17.30 °C, Humidity: 53.90 %
17.30,53.90
Temperature: 17.30 °C, Humidity: 53.90 %
17.30,53.90
Temperature: 17.30 °C, Humidity: 53.90 %
17.30,53.90
Temperature: 17.30 °C, Humidity: 53.90 %
17.30,53.90
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.30 °C, Humidity: 53.80 %
17.30,53.80
Temperature: 17.20 °C, Humidity: 53.70 %
17.20,53.70
Temperature: 17.20 °C, Humidity: 53.70 %
17.20,53.70
Temperature: 17.30 °C, Humidity: 54.00 %
17.30,54.00
Temperature: 17.30 °C, Humidity: 54.00 %
17.30,54.00
Temperature: 17.30 °C, Humidity: 54.00 %
17.30,54.00
Temperature: 17.30 °C, Humidity: 54.00 %
17.30,54.00
Temperature: 17.30 °C, Humidity: 54.00 %
17.30,54.00
Temperature: 17.30 °C, Humidity: 54.00 %
17.30,54.00
Temperature: 17.30 °C, Humidity: 54.10 %
17.30,54.10
Temperature: 17.30 °C, Humidity: 54.10 %
17.30,54.10
Temperature: 17.30 °C, Humidity: 54.10 %
